class,field,nonnull_count,total_count,ratio
avrora/sim/radio/CC1000Radio$SerialConfigurationInterface,Lavrora/sim/radio/CC1000Radio$SerialConfigurationInterface$PCLKOutput;,75396,75396,1.00
avrora/sim/radio/CC1000Radio$SerialConfigurationInterface,Lavrora/sim/radio/CC1000Radio$SerialConfigurationInterface$PDATAInput;,75396,75396,1.00
avrora/sim/radio/CC1000Radio$SerialConfigurationInterface,Lavrora/sim/radio/CC1000Radio$SerialConfigurationInterface$PDATAOutput;,75396,75396,1.00
avrora/sim/radio/CC1000Radio$SerialConfigurationInterface,Lavrora/sim/radio/CC1000Radio;,75396,75396,1.00
avrora/sim/radio/CC1000Radio$Transmitter,Lavrora/sim/radio/CC1000Radio;,21200,21200,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/FiniteStateMachine;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/Simulator;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/clock/Clock;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/mcu/Microcontroller;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/output/SimPrinter;,0,1000,0.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$CALRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$CurrentRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$FSCTRLRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$FrequencyRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$FrequencyRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$FrequencyRegister;,976,1000,0.98
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$FrequencySeparationRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$FrontEndRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$LockRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$MainRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$MatchRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$Modem0Register;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$Modem1Register;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$Modem2Register;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$PA_POWRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$PLLRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$PrescalerRegister;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$RSSIOutput;,994,1000,0.99
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$Receiver;,994,1000,0.99
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$SPITicker;,1000,1000,1.00
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$SerialConfigurationInterface;,994,1000,0.99
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/CC1000Radio$Transmitter;,994,1000,0.99
avrora/sim/radio/CC1000Radio,Lavrora/sim/radio/Medium;,994,1000,0.99
avrora/sim/radio/CC1000Radio,[Lavrora/sim/radio/CC1000Radio$RadioRegister;,1000,1000,1.00
avrora/sim/radio/Medium$Receiver$Ticker,Lavrora/sim/radio/Medium$Receiver;,1504918,1504918,1.00
avrora/sim/radio/Medium$TXRX,Lavrora/sim/clock/Clock;,712505,712505,1.00
avrora/sim/radio/Medium$TXRX,Lavrora/sim/radio/Medium$Probe$List;,712493,712505,1.00
avrora/sim/radio/Medium$TXRX,Lavrora/sim/radio/Medium;,712505,712505,1.00
avrora/sim/radio/Medium$Transmission,Lavrora/sim/radio/Medium$Transmitter;,105371,105371,1.00
avrora/sim/radio/Medium$Transmission,Lavrora/sim/radio/Medium;,105371,105371,1.00
avrora/sim/radio/Medium$Transmission,[B,105371,105371,1.00
avrora/sim/radio/Medium$Transmitter$Ticker,Lavrora/sim/radio/Medium$Transmitter;,21687,21687,1.00
avrora/sim/radio/Medium,Lavrora/sim/clock/Synchronizer;,488,488,1.00
avrora/sim/radio/Medium,Lavrora/sim/radio/Medium$Arbitrator;,488,488,1.00
avrora/sim/radio/Medium,Ljava/util/List;,488,488,1.00
avrora/sim/state/RegisterUtil$BitRangeView,Lavrora/sim/state/RegisterView;,15924,15924,1.00
avrora/sim/state/RegisterUtil$BoolView,Lavrora/sim/state/RegisterView;,1773933,1773933,1.00
avrora/sim/state/RegisterUtil$PermutedView,Lavrora/sim/state/RegisterView;,12,12,1.00
avrora/sim/state/RegisterUtil$PermutedView,[B,12,12,1.00
avrora/sim/types/SensorSimulation,Lavrora/sim/radio/LossyModel;,0,22,0.00
avrora/sim/types/SensorSimulation,Lavrora/sim/radio/Medium;,0,22,0.00
avrora/sim/types/SensorSimulation,Lavrora/sim/radio/Medium;,0,22,0.00
avrora/sim/types/SensorSimulation,Lavrora/sim/radio/RadiusModel;,0,22,0.00
avrora/sim/types/SensorSimulation,Lavrora/sim/radio/Topology;,0,22,0.00
avrora/sim/types/SensorSimulation,Lavrora/sim/radio/noise;,0,22,0.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$Bool;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$Bool;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$Double;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$Interval;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$List;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$List;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$Long;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$Str;,22,22,1.00
avrora/sim/types/SensorSimulation,Lcck/util/Option$Str;,22,22,1.00
avrora/sim/util/ClockCycleTimeout,Lavrora/sim/Simulator;,6,6,1.00
avrora/sim/util/TransactionalList,Lavrora/sim/util/TransactionalList$Link;,0,6391491,0.00
avrora/sim/util/TransactionalList,Lavrora/sim/util/TransactionalList$Link;,0,6391491,0.00
avrora/sim/util/TransactionalList,Lavrora/sim/util/TransactionalList$Link;,272208,6391491,0.04
avrora/sim/util/TransactionalList,Lavrora/sim/util/TransactionalList$Link;,272208,6391491,0.04
avrora/syntax/elf/ELFParser,Lavrora/arch/AbstractArchitecture;,274,278,0.99
avrora/syntax/elf/ELFParser,Lcck/elf/ELFHeader;,276,278,0.99
avrora/syntax/elf/ELFParser,Lcck/elf/ELFProgramHeaderTable;,274,278,0.99
avrora/syntax/elf/ELFParser,Lcck/elf/ELFSectionHeaderTable;,274,278,0.99
avrora/syntax/elf/ELFParser,Lcck/elf/ELFStringTable;,274,278,0.99
avrora/syntax/elf/ELFParser,Lcck/util/Option$Bool;,278,278,1.00
avrora/syntax/elf/ELFParser,Ljava/util/List;,266,278,0.96
